EmployeeNumber,Attrition,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,TotalWorkingYears,YearsAtCompany,Department,JobRole,Gender,Attrition_Flag
1100,No,7441,No,3,2,1,10,10,Research & Development,Healthcare Representative,Male,0
1101,No,2430,No,3,3,2,6,5,Sales,Sales Representative,Female,0
1102,No,5878,No,3,2,4,12,7,Research & Development,Research Scientist,Female,0
1103,No,2644,Yes,2,4,3,7,3,Sales,Sales Representative,Male,0
1104,No,6439,No,3,3,3,18,8,Sales,Sales Executive,Female,0
1105,No,2451,No,2,3,3,5,1,Research & Development,Research Scientist,Male,0
1106,No,6392,No,1,1,1,8,2,Sales,Sales Executive,Male,0
1107,Yes,9714,No,3,1,2,10,10,Sales,Sales Executive,Male,1
1108,No,6077,No,3,3,3,10,6,Human Resources,Human Resources,Male,0
1109,No,2450,No,3,1,4,3,3,Research & Development,Laboratory Technician,Male,0
1110,No,9250,No,3,2,3,9,4,Sales,Sales Executive,Male,0
1111,Yes,2074,Yes,3,1,1,1,1,Research & Development,Laboratory Technician,Female,1
1112,Yes,10169,No,3,4,3,34,33,Research & Development,Manufacturing Director,Female,1
1113,Yes,4855,No,3,2,3,7,5,Research & Development,Manufacturing Director,Male,1
1114,No,4087,No,2,1,4,9,6,Research & Development,Research Scientist,Male,0
1115,No,2367,No,2,1,3,10,8,Research & Development,Research Scientist,Female,0
1116,No,2972,No,1,4,1,1,1,Research & Development,Research Scientist,Male,0
1117,No,19586,No,3,4,3,36,36,Sales,Manager,Male,0
1118,No,5484,No,2,4,2,9,2,Research & Development,Research Scientist,Male,0
1119,No,2061,No,3,4,1,1,1,Research & Development,Research Scientist,Female,0
1120,No,9924,No,3,2,3,10,9,Sales,Sales Executive,Male,0
1121,No,4198,No,4,2,2,8,3,Sales,Sales Executive,Female,0
1122,No,6815,No,3,3,2,15,1,Sales,Sales Executive,Female,0
1123,No,4723,Yes,3,1,2,10,10,Research & Development,Laboratory Technician,Male,0
1124,No,6142,Yes,3,3,1,10,5,Research & Development,Healthcare Representative,Female,0
1125,No,8237,No,3,3,4,11,7,Sales,Sales Executive,Male,0
1126,No,8853,No,4,4,1,6,6,Research & Development,Healthcare Representative,Male,0
1127,No,19331,Yes,3,3,3,27,1,Sales,Manager,Male,0
1128,No,2073,No,3,3,4,4,2,Research & Development,Research Scientist,Male,0
1129,No,5562,Yes,3,1,1,9,3,Research & Development,Laboratory Technician,Male,0
1130,No,19613,No,3,4,4,24,1,Research & Development,Manager,Male,0
1131,No,3407,No,2,3,2,10,10,Research & Development,Laboratory Technician,Male,0
1132,No,5063,No,2,3,4,8,8,Research & Development,Healthcare Representative,Male,0
1133,No,4639,No,3,1,4,5,5,Sales,Sales Executive,Female,0
1134,No,4876,No,3,2,4,8,6,Research & Development,Laboratory Technician,Male,0
1135,No,2690,No,2,4,3,1,1,Research & Development,Laboratory Technician,Male,0
1136,No,17567,No,1,1,4,27,26,Sales,Manager,Male,0
1137,Yes,2408,Yes,3,2,3,1,1,Research & Development,Laboratory Technician,Male,1
1138,No,2814,Yes,2,3,2,4,4,Research & Development,Research Scientist,Female,0
1139,No,11245,Yes,3,3,2,32,30,Research & Development,Healthcare Representative,Male,0
1140,No,3312,No,3,4,2,6,3,Research & Development,Research Scientist,Female,0
1141,No,19049,Yes,2,4,2,23,22,Research & Development,Research Director,Female,0
1142,No,2141,No,2,2,2,6,6,Research & Development,Research Scientist,Male,0
1143,No,5769,Yes,3,1,3,10,10,Research & Development,Laboratory Technician,Female,0
1144,No,4385,No,3,1,1,10,10,Sales,Sales Executive,Male,0
1145,No,5332,No,3,1,4,10,5,Sales,Sales Executive,Male,0
1146,No,4663,Yes,3,3,3,7,3,Research & Development,Manufacturing Director,Female,0
1147,No,4724,No,3,4,3,9,9,Research & Development,Manufacturing Director,Male,0
1148,No,3211,No,2,1,3,10,9,Research & Development,Laboratory Technician,Female,0
1149,No,5377,No,3,1,2,10,7,Research & Development,Manufacturing Director,Male,0
1150,No,4066,No,3,1,4,7,7,Research & Development,Laboratory Technician,Male,0
1151,No,5208,No,3,1,2,16,16,Research & Development,Research Scientist,Male,0
1152,No,4877,No,2,1,2,6,5,Research & Development,Manufacturing Director,Female,0
1153,No,3117,No,3,4,3,3,2,Research & Development,Research Scientist,Male,0
1154,Yes,1569,Yes,4,4,2,0,0,Sales,Sales Representative,Female,1
1155,No,19658,No,3,3,4,27,5,Human Resources,Manager,Female,0
1156,No,3069,No,3,3,3,11,10,Research & Development,Laboratory Technician,Male,0
1157,No,10435,No,3,3,1,18,18,Research & Development,Manufacturing Director,Female,0
1158,No,4148,No,3,3,3,15,14,Research & Development,Healthcare Representative,Female,0
1159,No,5768,No,2,3,3,9,4,Research & Development,Manufacturing Director,Male,0
1160,No,5042,No,1,3,1,10,9,Research & Development,Manufacturing Director,Female,0
1161,No,5770,No,3,4,4,10,10,Research & Development,Manufacturing Director,Female,0
1162,No,7756,Yes,4,3,4,10,5,Research & Development,Manufacturing Director,Female,0
1163,Yes,10306,No,3,1,4,15,13,Sales,Sales Executive,Male,1
1164,No,3936,No,1,2,2,8,8,Research & Development,Research Scientist,Female,0
1165,No,7945,Yes,2,4,3,18,4,Research & Development,Manufacturing Director,Female,0
1166,No,5743,Yes,3,4,1,14,10,Human Resources,Human Resources,Male,0
1167,No,15202,No,3,4,3,23,2,Research & Development,Manager,Male,0
1168,Yes,5440,Yes,2,4,1,7,2,Sales,Sales Executive,Male,1
1169,No,3760,Yes,3,4,1,6,6,Research & Development,Research Scientist,Female,0
1170,No,3517,No,3,3,2,5,3,Research & Development,Research Scientist,Female,0
1171,No,2580,No,2,4,4,6,4,Research & Development,Research Scientist,Male,0
1172,Yes,2166,Yes,1,1,1,10,4,Research & Development,Laboratory Technician,Male,1
1173,No,5869,No,3,3,3,8,5,Sales,Sales Executive,Male,0
1174,No,8008,No,3,1,2,9,3,Research & Development,Healthcare Representative,Female,0
1175,No,5206,No,3,3,4,7,7,Research & Development,Manufacturing Director,Male,0
1176,No,5295,No,3,2,4,7,5,Research & Development,Manufacturing Director,Male,0
1177,No,16413,No,3,2,1,27,4,Research & Development,Research Director,Female,0
1178,No,13269,No,3,1,4,19,14,Research & Development,Research Director,Female,0
1179,No,2783,No,3,3,3,2,2,Sales,Sales Representative,Female,0
1180,No,5433,No,3,2,4,11,11,Research & Development,Research Scientist,Female,0
1181,No,2013,No,3,2,1,15,4,Research & Development,Laboratory Technician,Male,0
1182,No,13966,Yes,3,3,3,30,15,Research & Development,Healthcare Representative,Female,0
1183,No,4374,No,3,3,4,4,3,Research & Development,Manufacturing Director,Female,0
1184,No,6842,No,3,1,4,13,5,Research & Development,Healthcare Representative,Male,0
1185,No,17426,No,3,3,2,36,10,Research & Development,Manager,Female,0
1186,No,17603,No,3,3,3,14,14,Research & Development,Research Director,Male,0
1187,Yes,4581,Yes,4,4,4,13,11,Sales,Sales Executive,Male,1
1188,No,4735,No,4,4,4,19,13,Research & Development,Research Scientist,Male,0
1189,No,4187,Yes,2,2,1,10,10,Sales,Sales Executive,Male,0
1190,No,5505,No,3,4,4,6,6,Sales,Sales Executive,Male,0
1191,No,5470,No,2,2,4,10,9,Research & Development,Research Scientist,Male,0
1192,No,5476,No,3,4,1,10,10,Sales,Sales Executive,Female,0
1193,No,2587,Yes,2,1,4,17,2,Research & Development,Laboratory Technician,Female,0
1194,No,2440,No,3,2,4,4,4,Research & Development,Laboratory Technician,Female,0
1195,No,15972,No,3,2,2,29,3,Sales,Manager,Female,0
1196,No,15379,No,3,3,3,23,8,Research & Development,Manager,Male,0
1197,No,7082,Yes,3,3,4,21,2,Sales,Sales Executive,Male,0
1198,No,2728,No,3,1,4,2,2,Sales,Sales Representative,Male,0
1199,No,5368,Yes,3,4,3,7,6,Sales,Sales Executive,Female,0
1200,No,5347,No,2,3,1,10,3,Research & Development,Healthcare Representative,Male,0
1201,No,3195,Yes,3,4,3,8,2,Human Resources,Human Resources,Female,0
1202,Yes,3989,Yes,3,3,4,5,5,Research & Development,Laboratory Technician,Male,1
1203,No,3306,No,2,3,4,7,0,Research & Development,Laboratory Technician,Female,0
1204,No,7005,No,3,4,2,11,4,Research & Development,Healthcare Representative,Male,0
1205,Yes,2655,Yes,3,3,4,19,9,Sales,Sales Representative,Female,1
1206,Yes,1393,No,3,2,4,1,1,Research & Development,Laboratory Technician,Male,1
1207,No,2570,No,3,4,4,7,7,Research & Development,Laboratory Technician,Male,0
1208,No,3537,No,3,2,1,8,4,Research & Development,Research Scientist,Male,0
1209,No,3986,No,4,4,2,15,15,Research & Development,Laboratory Technician,Male,0
1210,No,10883,No,4,4,3,19,1,Research & Development,Healthcare Representative,Male,0
1211,No,2028,No,3,2,2,14,14,Research & Development,Laboratory Technician,Male,0
1212,No,9525,No,2,4,3,6,6,Sales,Sales Executive,Male,0
1213,No,2929,No,3,4,2,10,10,Research & Development,Research Scientist,Female,0
1214,Yes,2275,Yes,3,4,3,3,3,Sales,Sales Representative,Male,1
1215,No,7879,Yes,3,4,3,9,8,Research & Development,Healthcare Representative,Female,0
1216,No,4930,Yes,4,4,1,6,5,Research & Development,Research Scientist,Male,0
1217,No,7847,Yes,3,4,4,10,10,Sales,Sales Executive,Male,0
1218,No,4401,No,3,3,3,5,5,Research & Development,Research Scientist,Male,0
1219,No,9241,No,3,3,4,10,10,Sales,Sales Executive,Male,0
1220,No,2974,No,3,3,4,9,5,Research & Development,Laboratory Technician,Female,0
1221,No,4502,No,2,4,3,17,13,Sales,Sales Representative,Female,0
1222,No,10748,No,2,3,3,25,23,Research & Development,Healthcare Representative,Male,0
1223,Yes,1555,No,3,3,4,1,1,Human Resources,Human Resources,Male,1
1224,Yes,12936,No,1,3,3,25,23,Sales,Sales Executive,Male,1
1225,No,2305,No,4,3,4,3,3,Research & Development,Laboratory Technician,Male,0
1226,No,16704,No,3,2,4,21,21,Research & Development,Research Director,Female,0
1227,No,3433,No,2,3,1,10,5,Research & Development,Research Scientist,Male,0
1228,No,3477,No,4,3,2,6,5,Research & Development,Laboratory Technician,Male,0
1229,No,6430,No,3,2,3,10,3,Human Resources,Human Resources,Male,0
1230,No,6516,Yes,3,1,2,18,1,Research & Development,Manufacturing Director,Female,0
1231,No,3907,No,4,1,2,6,6,Research & Development,Laboratory Technician,Male,0
1232,No,5562,No,3,2,3,19,10,Research & Development,Healthcare Representative,Male,0
1233,No,6883,No,3,3,4,17,7,Research & Development,Manufacturing Director,Male,0
1234,No,2862,No,2,4,2,10,10,Research & Development,Research Scientist,Male,0
1235,No,4978,No,1,2,3,4,1,Sales,Sales Executive,Male,0
1236,No,10368,Yes,2,4,3,13,10,Sales,Sales Executive,Male,0
1237,Yes,6134,Yes,3,1,2,16,2,Sales,Sales Executive,Male,1
1238,Yes,6735,No,3,2,1,10,0,Sales,Sales Executive,Male,1
1239,No,3295,No,1,2,3,3,3,Research & Development,Laboratory Technician,Female,0
1240,No,5238,No,2,4,4,9,5,Research & Development,Manufacturing Director,Female,0
1241,No,6472,Yes,3,4,4,9,9,Research & Development,Laboratory Technician,Male,0
1242,No,9610,No,1,3,4,10,4,Sales,Sales Executive,Male,0
1243,No,19833,No,2,2,2,21,21,Sales,Manager,Male,0
1244,No,9756,No,4,3,3,9,5,Human Resources,Human Resources,Female,0
1245,No,4968,No,3,1,4,10,9,Research & Development,Research Scientist,Female,0
1246,No,2145,No,3,4,1,3,2,Human Resources,Human Resources,Male,0
1247,Yes,2180,No,2,4,3,6,4,Human Resources,Human Resources,Female,1
1248,No,8346,No,3,3,1,6,5,Sales,Sales Executive,Male,0
1249,No,3445,No,2,4,3,6,6,Research & Development,Research Scientist,Female,0
1250,Yes,2760,No,3,2,2,2,2,Sales,Sales Representative,Female,1
1251,No,6294,Yes,4,3,4,10,3,Research & Development,Healthcare Representative,Male,0
1252,No,7140,No,3,1,3,12,7,Sales,Sales Executive,Male,0
1253,No,2932,Yes,3,4,4,6,5,Research & Development,Research Scientist,Male,0
1254,No,5147,No,2,2,4,13,11,Sales,Sales Executive,Female,0
1255,No,4507,No,4,4,4,8,5,Sales,Sales Executive,Female,0
1256,Yes,8564,Yes,2,1,1,11,0,Sales,Sales Executive,Female,1
1257,No,2468,No,2,2,3,9,6,Research & Development,Laboratory Technician,Female,0
1258,Yes,8161,No,3,3,1,10,1,Sales,Sales Executive,Male,1
1259,No,2109,No,3,1,4,1,1,Research & Development,Research Scientist,Female,0
1260,No,5294,No,3,3,3,10,7,Research & Development,Healthcare Representative,Male,0
1261,No,2718,No,3,2,2,12,7,Research & Development,Research Scientist,Male,0
1262,No,5811,Yes,3,4,2,15,1,Research & Development,Healthcare Representative,Male,0
1263,Yes,2437,Yes,3,3,3,6,1,Research & Development,Research Scientist,Male,1
1264,No,2766,No,2,2,2,7,5,Research & Development,Laboratory Technician,Male,0
1265,No,19038,No,3,1,3,34,1,Research & Development,Research Director,Male,0
1266,No,3055,No,2,2,4,11,9,Research & Development,Research Scientist,Male,0
1267,No,2289,No,3,1,3,5,5,Research & Development,Laboratory Technician,Male,0
1268,No,4001,Yes,3,3,4,15,15,Sales,Sales Executive,Male,0
1269,No,12965,Yes,2,3,1,27,3,Research & Development,Manufacturing Director,Female,0
1270,No,3539,No,3,4,2,10,9,Human Resources,Human Resources,Male,0
1271,No,6029,No,3,4,4,6,2,Sales,Sales Executive,Female,0
1272,Yes,2679,No,3,2,2,1,1,Sales,Sales Representative,Male,1
1273,No,3702,No,3,3,4,5,5,Research & Development,Laboratory Technician,Female,0
1274,Yes,2398,Yes,3,1,3,1,1,Research & Development,Laboratory Technician,Female,1
1275,No,5468,No,3,4,1,13,12,Sales,Sales Executive,Female,0
1276,No,13116,No,3,3,1,15,2,Research & Development,Manager,Female,0
1277,No,4189,No,3,2,2,5,5,Sales,Sales Executive,Male,0
1278,No,19328,Yes,3,4,3,24,2,Research & Development,Research Director,Male,0
1279,No,8321,Yes,3,1,4,15,12,Research & Development,Healthcare Representative,Male,0
1280,Yes,2342,Yes,2,2,3,6,5,Research & Development,Research Scientist,Male,1
1281,No,4071,No,2,2,3,19,10,Human Resources,Human Resources,Male,0
1282,Yes,5813,Yes,3,4,3,10,10,Sales,Sales Executive,Male,1
1283,No,3143,No,3,1,4,14,10,Research & Development,Research Scientist,Male,0
1284,No,2044,No,4,4,3,5,5,Research & Development,Research Scientist,Male,0
1285,No,13464,No,3,3,3,9,4,Research & Development,Research Director,Male,0
1286,No,7991,No,3,2,2,6,2,Sales,Sales Executive,Male,0
1287,No,3377,No,2,1,3,7,4,Research & Development,Laboratory Technician,Female,0
1288,No,5538,No,2,1,2,10,0,Research & Development,Healthcare Representative,Male,0
1289,No,5762,No,3,4,2,15,7,Research & Development,Manufacturing Director,Male,0
1290,No,2592,No,3,2,1,13,11,Human Resources,Human Resources,Male,0
1291,Yes,5346,No,2,1,4,11,7,Research & Development,Laboratory Technician,Male,1
1292,Yes,4213,No,1,1,4,10,10,Research & Development,Manufacturing Director,Male,1
1293,No,4127,No,3,4,3,7,2,Sales,Sales Executive,Male,0
1294,No,2438,No,2,3,1,7,3,Research & Development,Research Scientist,Male,0
1295,No,6870,No,1,2,2,11,3,Research & Development,Healthcare Representative,Male,0
1296,No,10447,Yes,4,3,3,23,22,Sales,Sales Executive,Female,0
1297,No,9667,No,3,3,1,9,7,Research & Development,Manufacturing Director,Female,0
1298,Yes,2148,Yes,3,2,4,6,5,Human Resources,Human Resources,Female,1
1299,Yes,8926,No,4,2,4,13,9,Research & Development,Healthcare Representative,Female,1
1300,No,6513,No,3,4,3,12,5,Research & Development,Healthcare Representative,Female,0
1301,No,6799,No,3,3,2,10,10,Sales,Sales Executive,Male,0
1302,No,16291,No,2,2,2,37,16,Sales,Manager,Male,0
1303,No,2705,No,4,3,2,6,5,Research & Development,Laboratory Technician,Male,0
1304,No,10333,Yes,3,2,3,28,22,Research & Development,Manufacturing Director,Female,0
1305,No,4448,No,3,1,2,15,7,Research & Development,Healthcare Representative,Female,0
1306,No,6854,No,2,4,4,14,7,Research & Development,Research Scientist,Female,0
1307,No,9637,No,3,1,1,9,3,Sales,Sales Executive,Female,0
1308,No,3591,No,3,1,3,3,3,Research & Development,Research Scientist,Female,0
1309,No,5405,Yes,2,4,2,20,4,Sales,Sales Representative,Female,0
1310,No,4684,No,3,4,3,5,5,Sales,Sales Executive,Male,0
1311,No,15787,Yes,3,3,1,23,2,Research & Development,Research Director,Male,0
1312,No,1514,No,1,3,2,0,0,Research & Development,Research Scientist,Female,0
1313,Yes,2956,No,3,1,4,2,1,Human Resources,Human Resources,Male,1
1314,Yes,2335,Yes,3,1,1,4,2,Human Resources,Human Resources,Male,1
1315,No,5154,No,4,3,3,10,8,Sales,Sales Executive,Female,0
1316,No,6962,Yes,3,2,4,15,1,Research & Development,Research Scientist,Female,0
1317,No,5675,No,3,4,1,7,7,Sales,Sales Executive,Male,0
1318,No,2379,Yes,2,4,4,6,5,Research & Development,Laboratory Technician,Female,0
1319,No,3812,No,4,4,4,11,11,Research & Development,Laboratory Technician,Male,0
1320,No,4648,No,4,4,4,4,0,Sales,Sales Executive,Male,0
1321,No,2936,No,2,3,3,10,6,Research & Development,Research Scientist,Male,0
1322,No,2105,No,3,3,2,7,2,Research & Development,Laboratory Technician,Female,0
1323,No,8578,No,2,4,4,12,9,Research & Development,Manufacturing Director,Male,0
1324,No,2706,No,3,4,3,3,3,Human Resources,Human Resources,Male,0
1325,No,6384,No,3,3,4,11,7,Research & Development,Healthcare Representative,Male,0
1326,No,3968,No,3,3,4,8,0,Research & Development,Laboratory Technician,Male,0
1327,Yes,9907,Yes,2,2,3,7,2,Sales,Sales Executive,Male,1
1328,No,13225,No,3,1,1,25,19,Sales,Sales Executive,Female,0
1329,No,3540,No,3,3,2,9,9,Sales,Sales Representative,Female,0
1330,No,2804,No,3,2,4,1,1,Human Resources,Human Resources,Male,0
1331,No,19392,No,3,3,1,21,16,Research & Development,Manager,Female,0
1332,No,19665,No,3,2,4,29,22,Research & Development,Research Director,Male,0
1333,Yes,2439,Yes,2,4,4,1,1,Research & Development,Research Scientist,Male,1
1334,Yes,7314,No,3,2,3,14,8,Sales,Sales Executive,Female,1
1335,No,4774,No,2,1,4,8,7,Research & Development,Research Scientist,Female,0
1336,No,3902,No,3,4,4,7,2,Research & Development,Research Scientist,Male,0
1337,No,2662,No,4,4,2,19,5,Research & Development,Research Scientist,Male,0
1338,No,2856,No,3,2,2,1,1,Sales,Sales Representative,Female,0
1339,Yes,1081,No,2,4,2,1,1,Sales,Sales Representative,Male,1
1340,Yes,2472,Yes,3,2,4,1,1,Research & Development,Research Scientist,Male,1
1341,No,5673,Yes,3,3,2,10,10,Sales,Sales Executive,Female,0
1342,No,4197,No,3,3,2,10,10,Research & Development,Laboratory Technician,Male,0
1343,No,9713,Yes,3,4,3,9,5,Sales,Sales Executive,Male,0
1344,No,2062,No,3,1,4,11,3,Research & Development,Laboratory Technician,Male,0
1345,No,4284,Yes,3,1,4,16,5,Research & Development,Research Scientist,Male,0
1346,No,4788,Yes,3,2,4,4,3,Research & Development,Manufacturing Director,Female,0
1347,No,5906,No,2,4,2,10,9,Research & Development,Manufacturing Director,Female,0
1348,No,3886,No,2,4,2,10,10,Human Resources,Human Resources,Male,0
1349,No,16823,No,3,1,1,22,19,Research & Development,Manager,Male,0
1350,No,2933,Yes,2,3,2,1,1,Research & Development,Research Scientist,Female,0
1351,No,6500,No,2,3,1,9,8,Sales,Sales Executive,Female,0
1352,No,17174,No,3,4,4,24,22,Research & Development,Manager,Female,0
1353,No,5033,No,3,1,2,10,2,Research & Development,Healthcare Representative,Male,0
1354,Yes,2307,Yes,3,1,4,5,5,Research & Development,Research Scientist,Male,1
1355,Yes,2587,No,3,4,1,5,4,Research & Development,Laboratory Technician,Male,1
1356,No,5507,No,1,2,3,12,4,Sales,Sales Executive,Male,0
1357,No,4393,No,3,2,3,14,5,Sales,Sales Executive,Female,0
1358,No,13348,No,4,1,3,18,13,Research & Development,Research Director,Male,0
1359,No,6583,Yes,3,4,3,8,5,Sales,Sales Executive,Female,0
1360,No,8103,Yes,2,4,4,9,4,Sales,Sales Executive,Female,0
1361,No,3978,No,2,3,1,4,2,Research & Development,Laboratory Technician,Female,0
1362,No,2544,No,3,4,3,8,7,Research & Development,Laboratory Technician,Male,0
1363,No,5399,No,3,3,2,12,4,Research & Development,Healthcare Representative,Male,0
1364,No,5487,No,2,3,2,10,10,Sales,Sales Executive,Male,0
1365,No,6834,Yes,3,4,3,7,7,Sales,Sales Executive,Male,0
1366,Yes,1091,No,3,1,3,1,1,Sales,Sales Representative,Male,1
1367,No,5736,No,3,3,1,10,3,Sales,Sales Executive,Female,0
1368,No,2226,No,2,2,2,6,5,Research & Development,Research Scientist,Male,0
1369,No,5747,Yes,3,4,3,16,15,Research & Development,Research Scientist,Male,0
1370,Yes,9854,Yes,3,3,4,6,2,Sales,Sales Executive,Female,1
1371,No,5467,No,4,2,3,16,8,Research & Development,Research Scientist,Male,0
1372,No,5380,No,3,1,4,6,0,Sales,Sales Executive,Female,0
1373,No,5151,No,3,1,1,10,10,Research & Development,Manufacturing Director,Male,0
1374,No,2133,Yes,3,2,4,20,20,Research & Development,Research Scientist,Female,0
1375,No,17875,Yes,2,4,4,29,1,Sales,Manager,Female,0
1376,Yes,2432,Yes,3,3,1,8,4,Research & Development,Research Scientist,Female,1
1377,No,4771,No,4,4,2,10,5,Research & Development,Research Scientist,Male,0
1378,No,19161,No,3,4,2,28,5,Research & Development,Research Director,Male,0
1379,No,5087,Yes,3,4,2,14,0,Sales,Sales Executive,Male,0
1380,Yes,2863,No,3,2,1,1,1,Human Resources,Human Resources,Female,1
1381,No,5561,No,1,1,2,6,5,Sales,Sales Executive,Male,0
1382,No,2144,No,2,3,3,5,5,Research & Development,Research Scientist,Male,0
1383,No,3065,Yes,4,1,3,4,4,Research & Development,Research Scientist,Male,0
1384,No,2810,No,3,2,1,5,5,Research & Development,Laboratory Technician,Male,0
1385,No,9888,No,2,4,1,14,14,Sales,Sales Executive,Male,0
1386,No,8628,No,2,3,4,9,8,Sales,Sales Executive,Male,0
1387,No,2867,No,2,1,3,8,7,Research & Development,Laboratory Technician,Male,0
1388,No,5373,No,2,1,1,6,5,Research & Development,Healthcare Representative,Male,0
1389,No,6667,No,3,4,3,9,5,Research & Development,Healthcare Representative,Female,0
1390,No,5003,No,3,1,4,10,10,Research & Development,Research Scientist,Male,0
1391,Yes,2367,No,2,4,3,6,4,Research & Development,Laboratory Technician,Male,1
1392,No,2858,No,2,1,1,20,1,Sales,Sales Representative,Male,0
1393,No,5204,Yes,3,4,3,10,10,Sales,Sales Executive,Female,0
1394,No,4105,No,3,4,4,7,7,Sales,Sales Executive,Male,0
1395,No,9679,No,3,4,4,8,1,Research & Development,Manufacturing Director,Male,0
1396,Yes,5617,Yes,3,4,1,10,10,Sales,Sales Executive,Male,1
1397,Yes,10448,Yes,2,1,1,15,2,Sales,Sales Executive,Male,1
1398,No,2897,No,2,3,1,9,4,Research & Development,Research Scientist,Female,0
1399,No,5968,No,3,3,4,9,9,Research & Development,Healthcare Representative,Male,0
1400,No,7510,No,3,3,1,10,10,Research & Development,Healthcare Representative,Male,0
1401,No,2991,Yes,3,2,4,7,6,Human Resources,Human Resources,Male,0
1402,No,19636,Yes,3,2,3,35,10,Human Resources,Manager,Male,0
1403,No,1129,Yes,3,4,4,1,1,Research & Development,Laboratory Technician,Female,0
1404,No,13341,No,3,1,2,21,20,Sales,Sales Executive,Male,0
1405,No,4332,No,3,3,4,20,20,Research & Development,Research Scientist,Male,0
1406,No,11031,No,4,3,3,13,11,Research & Development,Research Director,Female,0
1407,No,4440,Yes,3,1,3,9,5,Research & Development,Manufacturing Director,Female,0
1408,No,4617,No,2,3,2,4,4,Research & Development,Healthcare Representative,Male,0
1409,No,2647,No,4,4,4,5,5,Research & Development,Laboratory Technician,Male,0
1410,No,6323,No,4,3,4,10,10,Research & Development,Laboratory Technician,Female,0
1411,No,5677,No,3,2,2,15,11,Sales,Sales Executive,Female,0
1412,No,2187,No,3,2,3,6,2,Human Resources,Human Resources,Female,0
1413,No,3748,No,2,2,4,12,12,Research & Development,Laboratory Technician,Male,0
1414,No,3977,Yes,2,3,4,7,2,Research & Development,Laboratory Technician,Male,0
1415,No,8633,No,3,3,1,25,17,Research & Development,Healthcare Representative,Male,0
1416,No,2008,No,2,3,2,1,1,Research & Development,Laboratory Technician,Male,0
1417,No,4440,No,3,2,4,16,15,Sales,Sales Executive,Male,0
1418,No,3067,No,3,3,1,3,2,Sales,Sales Representative,Male,0
1419,No,5321,No,3,3,1,10,8,Research & Development,Manufacturing Director,Male,0
1420,No,5410,Yes,2,1,4,9,4,Research & Development,Research Scientist,Male,0
1421,No,2782,No,3,4,4,12,5,Research & Development,Research Scientist,Male,0
1422,No,11957,No,1,2,3,14,13,Research & Development,Research Director,Female,0
1423,No,2660,Yes,3,3,4,5,2,Research & Development,Laboratory Technician,Male,0
1424,No,3375,No,4,3,4,4,3,Research & Development,Research Scientist,Male,0
1425,No,5098,No,3,3,2,10,10,Research & Development,Research Scientist,Male,0
1426,No,4878,Yes,3,4,2,10,9,Research & Development,Healthcare Representative,Female,0
1427,No,2837,No,3,2,3,6,6,Research & Development,Laboratory Technician,Female,0
1428,No,2406,No,2,4,1,8,1,Research & Development,Laboratory Technician,Male,0
1429,No,2269,No,3,2,2,3,2,Sales,Sales Representative,Male,0
1430,No,4108,No,3,4,1,18,7,Research & Development,Research Scientist,Male,0
1431,No,13206,No,3,3,2,20,18,Research & Development,Research Director,Female,0
1432,No,10422,No,3,4,3,14,14,Sales,Sales Executive,Female,0
1433,No,13744,Yes,3,4,3,16,16,Research & Development,Research Director,Female,0
1434,No,4907,Yes,2,3,1,6,5,Sales,Sales Executive,Female,0
1435,No,3482,No,2,4,1,16,9,Sales,Sales Representative,Male,0
1436,No,2436,Yes,3,4,2,6,4,Research & Development,Research Scientist,Male,0
1437,No,2380,Yes,3,1,3,2,2,Sales,Sales Representative,Male,0
1438,No,19431,No,2,4,4,21,6,Research & Development,Manager,Male,0
1439,Yes,1790,No,2,1,4,1,1,Sales,Sales Representative,Male,1
1440,No,7644,No,3,4,1,10,9,Sales,Sales Executive,Female,0
1441,No,5131,No,3,2,4,18,4,Research & Development,Manufacturing Director,Female,0
1442,No,6306,No,2,3,3,13,13,Research & Development,Healthcare Representative,Male,0
1443,Yes,4787,Yes,4,4,1,4,2,Research & Development,Research Scientist,Male,1
1444,No,18880,No,2,3,1,24,22,Research & Development,Manager,Male,0
1445,Yes,2339,No,1,3,4,14,10,Research & Development,Laboratory Technician,Male,1
1446,No,13570,No,3,2,1,21,20,Research & Development,Manufacturing Director,Female,0
1447,No,6712,No,3,3,4,8,8,Sales,Sales Executive,Female,0
1448,No,5406,No,2,4,4,15,15,Sales,Sales Executive,Male,0
1449,No,8938,No,3,2,3,14,5,Sales,Sales Executive,Male,0
1450,No,2439,No,3,1,4,4,4,Research & Development,Research Scientist,Male,0
1451,No,8837,Yes,3,4,3,9,9,Human Resources,Human Resources,Female,0
1452,No,5343,No,3,4,1,10,10,Sales,Sales Executive,Female,0
1453,Yes,6728,No,3,3,2,12,6,Sales,Sales Executive,Male,1
1454,No,6652,No,2,4,2,8,6,Sales,Sales Executive,Female,0
1455,No,4850,No,3,3,4,8,5,Sales,Sales Executive,Female,0
1456,No,2809,No,3,3,3,8,2,Research & Development,Research Scientist,Male,0
1457,No,5689,Yes,4,3,3,10,10,Research & Development,Healthcare Representative,Male,0
1458,No,2001,No,3,3,3,20,5,Research & Development,Research Scientist,Female,0
1459,No,2977,No,3,4,3,4,4,Research & Development,Research Scientist,Female,0
